Country Name,Country Code,Time,Time Code,Agricultural land (% of land area) [AG.LND.AGRI.ZS],Access to electricity (% of population) [EG.ELC.ACCS.ZS],Employment in agriculture (% of total employment) (modeled ILO estimate) [SL.AGR.EMPL.ZS],Urban population (% of total population) [SP.URB.TOTL.IN.ZS],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],Forest area (% of land area) [AG.LND.FRST.ZS],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP per capita (current US$) [NY.GDP.PCAP.CD],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]","Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]","Current account balance (BoP, current US$) [BN.CAB.XOKA.CD]",Net migration [SM.POP.NETM],Population growth (annual %) [SP.POP.GROW],"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]",Expense (current LCU) [GC.XPN.TOTL.CN],"Employment to population ratio, 15+, total (%) (modeled ILO estimate) [SL.EMP.TOTL.SP.ZS]","Government expenditure on education, total (% of government expenditure) [SE.XPD.TOTL.GB.ZS]"
Afghanistan,AFG,1998,YR1998,58.0592735691397,..,64.61451,21.895,0.0712697016384245,1.85278199408184,..,..,..,8.082,..,35740,3.88293060489748,52.943,95.6,..,42.971,..
Afghanistan,AFG,1999,YR1999,57.8998206154271,..,64.98719,21.986,0.0582468417051747,1.85278199408184,..,..,..,8.07,..,85758,4.07787948472197,54.846,93.1,..,42.977,..
Afghanistan,AFG,2000,YR2000,57.9458166597673,4.44689083099365,65.47169,22.078,0.0551666066110075,1.85278199408184,..,..,..,8.054,..,-1007135,1.4438030241194,55.298,90.6,..,42.992,..
Afghanistan,AFG,2001,YR2001,57.9473498612453,9.29452705383301,66.05487,22.169,0.0552927191691124,1.85278199408184,..,..,..,8.04,..,-192286,0.742516834396313,55.798,88,..,43.029,..
Afghanistan,AFG,2002,YR2002,57.9396838538552,14.1336164474487,64.08779,22.261,0.0668101379335566,1.85278199408184,..,183.532775237202,..,8.186,..,1327074,6.44932147797304,56.454,85.4,..,43.01,..
Afghanistan,AFG,2003,YR2003,58.0838047927878,18.9711647033691,63.34015,22.353,0.0730049683971786,1.85278199408184,8.83227781263571,200.462375926026,..,8.122,..,388632,7.54101896480183,57.344,82.8,..,43.098,..
Afghanistan,AFG,2004,YR2004,58.1512656578201,23.8141822814941,63.05186,22.5,0.0548667587320485,1.85278199408184,1.41411798058979,221.65766209292,..,8.053,..,-248616,3.93317768847308,57.944,80.1,..,43.195,..
Afghanistan,AFG,2005,YR2005,58.134400441562,28.6696720123291,61.81535,22.703,0.0803611343666108,1.85278199408184,11.2297148236429,255.055107095483,12.6862687216715,8.113,..,252185,3.57650800354462,58.361,77.4,..,43.239,..
Afghanistan,AFG,2006,YR2006,58.123668031216,33.5444183349609,61.01674,22.907,0.0897569086344725,1.85278199408184,5.35740325126351,274.000655690946,6.78459655001657,8.054,..,62684,4.13967803534352,58.684,74.7,71622005497.9925,43.22,14.559211730957
Afghanistan,AFG,2007,YR2007,58.129800837128,38.4400024414063,59.61623,23.113,0.109940042004685,1.85278199408184,13.8263195479763,375.07826147255,8.68057078513406,8.108,..,-942887,1.79319572747206,59.111,72,117681398168.849,43.155,10.8146924972534
Afghanistan,AFG,2008,YR2008,58.132867240084,42.4,58.90637,23.32,0.165573354936329,1.85278199408184,3.92498382161573,387.849288097831,26.4186641547444,8.022,-238376258.640059,221000,2.00233326232255,59.852,69.3,261228150402.217,43.164,4.86058568954468
Afghanistan,AFG,2009,YR2009,58.132867240084,48.2790069580078,56.27216,23.528,0.239506900543419,1.85278199408184,21.3905283931066,443.845150536332,-6.81116108898995,8.082,277627586.221436,-58881,3.56128837446668,60.364,66.8,271088724622.054,43.11,6.49249029159546
Afghanistan,AFG,2010,YR2010,58.134400441562,42.7,53.78926,23.737,0.304230215945755,1.85278199408184,14.3624414692681,554.59473461788,2.1785375238942,8.068,-577708206.772323,-141355,2.89490410370988,60.851,64.2,369382969344.848,43.092,6.39557981491089
Afghanistan,AFG,2011,YR2011,58.131334038606,43.2220189082037,52.67994,23.948,0.408965290862913,1.85278199408184,0.426354784529209,621.912413814308,11.8041858089129,7.947,-2246921171.24519,418796,3.68950830230738,61.419,61.8,505827170979.766,43.18,5.14692163467407
Afghanistan,AFG,2012,YR2012,58.129800837128,69.1,50.17682,24.16,0.335061035441608,1.85278199408184,12.7522870887171,663.141052810937,6.44121280934118,8.019,-5150161881.41159,105905,4.07762772858795,61.923,59.4,435480892313.36,43.194,6.48944759368896
Afghanistan,AFG,2013,YR2013,58.123668031216,68.0408782958984,47.64077,24.373,0.29808781267706,1.85278199408184,5.60074465808154,651.987861948108,7.38577178397857,7.949,-5095040596.60647,48076,3.46678830410982,62.417,57.2,479367000000,43.292,7.13206768035889
Afghanistan,AFG,2014,YR2014,58.123668031216,89.5,44.79854,24.587,0.283692395910162,1.85278199408184,2.72454336394854,628.146803888496,4.67399603536339,7.91,-3232893168.37268,255611,3.65757606530364,62.545,55,524579502423.989,43.374,7.96457004547119
Afghanistan,AFG,2015,YR2015,58.123668031216,71.5,44.65121,24.803,0.297971774718822,1.85278199408184,1.45131466009755,592.476164793256,-0.661709164713696,8.989,-4192816422.8282,-281739,3.12134122890873,62.659,53,452695874225.7,42.93,7.28490495681763
Afghanistan,AFG,2016,YR2016,58.123668031216,97.7,44.37642,25.02,0.268358772656602,1.85278199408184,2.26031420130452,520.251954939821,4.38389195513914,10.086,-2708462935.14897,-90238,2.58154939895659,63.136,51.1,537138915321.724,42.475,8.26023578643799
Afghanistan,AFG,2017,YR2017,58.123668031216,97.7,43.989,25.25,0.281195815732375,1.85278199408184,2.64700320195786,530.14986261654,4.9759515055383,11.18,-3554897942.49064,-47090,2.86649214750073,63.016,49.4,504158953812.444,42.021,8.20247173309326
Afghanistan,AFG,2018,YR2018,58.2769881790166,93.4308776855469,44.39712,25.495,0.299082634225993,1.85278199408184,1.18922812838034,502.057099211089,0.626149149168811,11.11,-3896837603.93392,-47205,2.88520797304849,63.081,47.8,..,42.128,..
Afghanistan,AFG,2019,YR2019,58.2769881790166,97.7,44.51263,25.754,0.297563650500103,1.85278199408184,3.911603419423,500.52298078433,2.30237251516844,11.085,-3791935256.04003,-8082,2.90852909268743,63.565,46.3,..,42.223,..
Afghanistan,AFG,2020,YR2020,58.7415482268525,97.7,45.98341,26.026,0.223478872007068,1.85278199408184,-2.35110067344623,516.866797351726,..,11.71,-3136733353.20761,166821,3.13474690779163,62.575,44.8,..,36.711,..
Afghanistan,AFG,2021,YR2021,58.7415482268525,97.7,..,26.314,..,1.85278199408184,-20.6999999939715,363.674087113049,..,..,..,-183672,2.85135765449931,61.982,43.4,..,..,..
Afghanistan,AFG,2022,YR2022,..,..,..,26.616,..,..,..,..,..,..,..,..,2.53449831666733,..,..,..,..,..
Argentina,ARG,1998,YR1998,46.8924138283839,94.8150024414063,12.89497,88.759,3.6615567575534,12.3299314134959,3.85017885156228,8250.67317414321,..,12.65,-14481998042.2511,-20331,1.15817763601349,73.474,19,45137600000,55.093,15.6212596893311
Argentina,ARG,1999,YR1999,46.9223770321081,95.1331558227539,12.69313,88.952,3.66960102153625,12.263208474471,-3.38545704063269,7735.32208018486,..,14.05,-11942825328.0158,-20220,1.15204385364535,73.722,18.2,47472200000,53.753,15.8775396347046
Argentina,ARG,2000,YR2000,46.9581867146078,95.6804733276367,12.49668,89.142,3.56791849018313,12.1964855354461,-0.78899893905691,7666.51783423783,..,15,-8980617892.62762,-22770,1.13327702210541,73.926,17.6,47839700000,52.971,16.2261505126953
Argentina,ARG,2001,YR2001,46.9932655872605,95.5110634674458,12.32874,89.329,3.34187706655833,12.0808714176615,-4.40883968258557,7168.97587232911,..,17.32,-3780423241.19359,-22787,1.0991714603689,74.186,17,45657900000,50.982,16.3559608459473
Argentina,ARG,2002,YR2002,47.031267699301,96.0960006713867,12.5712,89.51,3.10048866797723,11.9652572998769,-10.8944848285903,2579.48876933284,..,19.59,8766610000,-22668,1.07353834961783,74.408,16.4,61506900000,48.386,16.4422092437744
Argentina,ARG,2003,YR2003,47.1749814557001,96.2979507446289,12.23954,89.686,3.33489087930132,11.8496431820922,8.83704079576924,3333.15290388997,..,15.36,8139930000,-22353,1.03236085902218,74.08,15.8,74570306476.05,51.671,14.3547201156616
Argentina,ARG,2004,YR2004,47.3186952120993,96.50537109375,11.7402,89.86,3.65608487008491,11.7340290643076,9.02957330068152,4258.16026060875,..,13.52,3211790000,-22336,1.01533668354561,74.855,15.3,81869697588.4,53.566,15.1393003463745
Argentina,ARG,2005,YR2005,47.4737365211259,96.7252655029297,11.25067,90.031,3.73671686472615,11.618414946523,8.85165992013437,5086.62776073134,..,11.51,5273750000,-21961,1.03347622351885,75.139,14.8,..,54.43,15.8031702041626
Argentina,ARG,2006,YR2006,47.5533947944415,96.9644088745117,10.75619,90.2,3.92426184145235,11.5028008287384,8.04715150043027,5890.97800169795,..,10.08,6498802520.20453,-19958,1.03467173566483,75.433,14.4,..,55.571,15.5098400115967
Argentina,ARG,2007,YR2007,47.4910932549905,97.2243957519531,10.39929,90.366,4.08315143871477,11.3871867109537,9.00765087504757,7210.59554755899,..,8.47,6048537892.88669,-18051,1.00629733064648,75.006,14.1,..,55.941,15.1015701293945
Argentina,ARG,2008,YR2008,46.4235627710848,97.5016021728516,10.08668,90.53,4.15237520977984,11.2715725931691,4.05723310346406,8977.50685093365,..,7.84,5421206328.61008,-12450,0.992294094354656,75.641,13.7,..,55.692,15.7478399276733
Argentina,ARG,2009,YR2009,45.4302094866426,97.7922058105469,9.794848,90.691,3.84834822677955,11.1559584753845,-5.91852507634947,8184.38988923991,..,8.65,7254115683.93703,-7869,1.01428389337816,75.936,13.4,..,55.523,16.0206699371338
Argentina,ARG,2010,YR2010,46.1389123357048,98.82,9.527369,90.849,4.09984413971278,11.0403443575999,10.1253981561002,10385.9644319555,..,7.71,-1622995871.25068,-4970,0.255582398485167,75.721,12.9,..,55.549,15.0479698181152
Argentina,ARG,2011,YR2011,45.7919603608739,99.0342864990234,9.168086,90.99,4.28102814513,10.9587128976976,6.00395169280579,12848.7404762598,..,7.18,-5340181192.3952,-1011,1.15305928006386,76.124,12.4,..,56.295,15.1585597991943
Argentina,ARG,2012,YR2012,45.5813044224958,99.143798828125,8.91641,91.121,4.26411100150765,10.8770814377953,-1.0264204544321,13082.664325572,..,7.22,-2138040360.43296,3127,1.13690569378967,76.467,11.9,..,56.002,14.5182600021362
Argentina,ARG,2013,YR2013,44.9219312381015,99.285774230957,8.723099,91.249,4.34225013023383,10.795449977893,2.40532378079436,13080.2547323367,..,7.1,-13124373785.8633,5369,1.11910919999772,76.491,11.4,..,55.703,14.4579296112061
Argentina,ARG,2014,YR2014,44.2830207294213,100,8.59409,91.377,4.20911189491323,10.7138185179907,-2.51261532081394,12334.7982453893,..,7.27,-9179026266.87552,5801,1.09946109101836,76.755,10.9,1125071500000,55.119,13.7993297576904
Argentina,ARG,2015,YR2015,44.1187712163234,99.6890335083008,8.328097,91.503,4.30191380564475,10.6321870580884,2.73115982828944,13789.060424772,..,7.524,-17621985168.21,5522,1.07800134449604,76.76,10.3,1489127500000,54.774,13.9633102416992
Argentina,ARG,2016,YR2016,43.4794953027197,99.8997421264648,8.171217,91.627,4.20181586904703,10.6003968297469,-2.08032784377811,12790.2640639201,..,8.109,-15104786524.5601,5215,1.05718157762752,76.308,9.8,2154125300000,54.235,13.3555402755737
Argentina,ARG,2017,YR2017,42.9863813585024,100,7.939622,91.749,4.07011168693629,10.5598368832422,2.81850297775918,14613.035714704,..,8.35,-31151351750.7624,4926,1.03713389686514,76.833,9.1,2588573400000,53.899,13.2639198303223
Argentina,ARG,2018,YR2018,42.3715363084602,99.9937362670898,7.832407,91.87,3.97565074444479,10.5203731515078,-2.61739646282038,11795.1628852236,..,9.22,-27083606451.057,4690,1.01580834908002,76.999,8.4,3345270300000,54.105,12.5233402252197
Argentina,ARG,2019,YR2019,42.5907792625398,100,7.740676,91.991,3.74202981162433,10.4801786099266,-2.00086100285785,9963.67423069626,..,9.84,-3492479581.08422,4478,0.993397493293046,77.284,7.6,4750722433014.26,54.357,12.5300703048706
Argentina,ARG,2020,YR2020,43.0292651706989,100,7.686438,92.111,3.4056175404138,10.4407148781923,-9.94323513446069,8496.428156755,..,11.46,2688362005.52313,2344,0.970053991438048,75.892,6.8,7031160394655.75,49.6,12.4222898483276
Argentina,ARG,2021,YR2021,43.1023461553921,100,7.652854,92.229,..,10.4007639520735,10.3982494646904,10636.1155301986,..,8.74,6644503789.24864,2344,0.947490959333989,75.39,6.1,10582686564173.8,55.085,12.2848997116089
Argentina,ARG,2022,YR2022,..,..,..,92.347,..,..,5.2430444992488,13686.0086737317,..,6.491,-4290120084.51508,..,0.925835473662058,..,..,..,56.313,..
Australia,AUS,1998,YR1998,60.3830883980058,100,4.849239,84.503,17.6023335431403,17.2119964073259,4.61335689242107,21478.3851573346,0.860134629768157,7.68,-17780527378.192,72084,0.996734717801419,78.6317073170732,5.3,125668000000,58.162,..
Australia,AUS,1999,YR1999,59.056923056897,100,4.933064,84.37,17.7372431090697,17.1850760839853,4.95632450612884,20698.7127028167,1.48312940304038,6.87,-21795709492.9592,85011,1.09397580294231,78.9317073170732,5.2,152355000000,58.448,14.1262369155884
Australia,AUS,2000,YR2000,59.2881038230738,100,4.857451,84.235,17.8373183976585,17.1581557606446,3.90117137135968,21853.4499933573,4.45743514797225,6.28,-15487273891.4343,109375,1.14447285147721,79.2341463414634,5.1,159233000000,59.175,14.4271249771118
Australia,AUS,2001,YR2001,59.3181729429988,100,4.754309,84.1,17.9307269150375,17.1286333519909,2.04141733816161,19681.6450326534,4.4071353620147,6.74,-7986938465.21441,113907,1.28396809127349,79.6341463414634,5,185185000000,59.034,15.1369657516479
Australia,AUS,2002,YR2002,58.1856995951733,100,4.382112,84.222,18.1232107784425,17.0991109433373,3.99358986481653,20290.7804189053,2.98157453936349,6.37,-16002234756.2014,107886,1.1375387361946,79.9365853658537,5,199375000000,59.324,15.522066116333
Australia,AUS,2003,YR2003,57.2094294677375,100,3.913128,84.343,17.8945391341105,17.0695885346836,3.1113982078941,23705.9072163917,2.73259596616783,5.93,-29307731701.3676,103907,1.15019273319182,80.2390243902439,4.9,206434000000,59.819,15.5881443023682
Australia,AUS,2004,YR2004,51.4046574593546,100,3.737895,84.463,18.3688710453093,17.04006612603,4.21663327252608,30819.9934867745,2.34325522482587,5.39,-41286950910.194,109226,1.06919812205752,80.490243902439,4.8,221255000000,60.04,15.4839677810669
Australia,AUS,2005,YR2005,53.3993725837314,100,3.579995,84.582,18.2784730852853,17.0105437173763,3.15375271041142,34460.5429970479,2.69183168316831,5.03,-43342943309.5636,132109,1.21729073052406,80.8414634146341,4.8,236491000000,61.161,15.7948751449585
Australia,AUS,2006,YR2006,53.27857542663,100,3.411905,84.7,18.2927495943223,16.9810213087226,2.74063570365783,36570.7630699009,3.55528773727028,4.78,-45318593059.6826,192139,1.34945083098893,81.0414634146342,4.7,248887000000,61.664,15.5906085968018
Australia,AUS,2007,YR2007,51.8536766332999,100,3.32058,84.822,18.4547376555999,16.951498900069,3.77791678266478,41023.7548562293,2.32761128891476,4.38,-64163007801.9241,251231,1.82499679529254,81.2926829268293,4.5,266233000000,62.325,15.0610361099243
